PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,Active SAC,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
3649,N/A,421899003649,126515001,2380,238,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,"Meredith, William M. School",Meredith,1931,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.93974936, -75.15113339",N/A,725 S. 5TH ST.,PHILADELPHIA,PA,19147,215-400-7990,215-400-7991,http://philasd.org/meredith,LAUREN OVERTON,Network 3,SONYA HARRISON,Asazina Cooper,aycooper@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
4868,N/A,421899004868,126515001,2390,239,ROBERT MORRIS SCHOOL,Robert Morris School,"Morris, Robert School",Morris,1964,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.975439, -75.178660",N/A,2600 W. THOMPSON ST.,PHILADELPHIA,PA,19121,215-400-7320,215-400-7321,http://philasd.org/morris/,CAROLYN WILLIAMS,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
7664,N/A,421899000551,126515001,2410,241,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,Girard Academic Music Program (GAMP),GAMP,1914,Middle-High,Special Admit,05-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,2,"39.92210463, -75.18256439",N/A,2136 W. RITNER ST.,PHILADELPHIA,PA,19145,215-400-8230,215-400-8231,http://philasd.org/gamp,JOVAN MOORE,Network 1,DEB CARRERA,Kimberly Miller,kymiller@philasd.org,215-400-5867,0,0,0,0,0,1,1,1,1,1,1,1,1
3635,N/A,421899003635,126515001,2450,245,EDWIN M. STANTON SCHOOL,Edwin M. Stanton School,"Stanton, Edwin M. School",Stanton,1926,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,2,"39.940503, -75.171017",N/A,901 S. 17TH ST.,PHILADELPHIA,PA,19146,215-400-7960,215-400-7961,http://philasd.org/emstanton/,STACEY BURNLEY,Network 12,RIKKI HUNT-TAYLOR,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
5186,N/A,421899005186,126515001,2470,247,ALBERT M. GREENFIELD SCHOOL,Albert M. Greenfield School,"Greenfield, Albert M. School",Greenfield,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,2,"39.95227234, -75.17739206",N/A,2200 CHESTNUT ST.,PHILADELPHIA,PA,19103,215-400-7810,215-400-7811,http://philasd.org/greenfield/,DANIEL LAZAR,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
3805,N/A,421899003805,126515001,2480,248,CHESTER A. ARTHUR SCHOOL,Chester A. Arthur School,"Arthur, Chester A. School",Arthur,1964,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,School Redesign Initiative,2015-2016,N/A,TBA,1,TBA,TBA,2,"39.94190083, -75.17569882",N/A,2000 CATHARINE ST.,PHILADELPHIA,PA,19146,215-400-7940,215-400-7941,http://philasd.org/arthur,VICTOR HUNTER,Network 12,RIKKI HUNT-TAYLOR,LuQman Abdullah,labdullah@philasd.org,215-400-5852,1,1,1,1,1,1,1,1,1,0,0,0,0
7225,N/A,421899003636,126515001,2490,249,LAURA W. WARING SCHOOL,Laura W. Waring School,"Waring, Laura W. School",Waring,1956,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.96491939, -75.1677006",N/A,1801 GREEN ST.,PHILADELPHIA,PA,19130,215-400-7560,215-400-7561,http://philasd.org/waring,APRIL BROWN,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3642,N/A,421899003642,126515001,2510,251,ANDREW JACKSON SCHOOL,Andrew Jackson School,"Jackson, Andrew School",Jackson,1925,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.934623, -75.163481",N/A,1213 S. 12TH ST.,PHILADELPHIA,PA,19147,215-400-7970,215-400-7971,http://philasd.org/jackson/,KELLY ESPINOSA,Network 10,JESSICA RAMOS,Asazina Cooper,aycooper@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
7227,N/A,421899003644,126515001,2520,252,A.S. JENKS ACADEMICS PLUS SCH,Abram S. Jenks School,"Jenks, Abram S. School","Jenks, A.S",1897,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.918773, -75.168367",N/A,2501 S. 13TH ST.,PHILADELPHIA,PA,19148,215-400-8240,215-400-8241,http://philasd.org/asjenks/,SIOUDA DOUGLAS,Network 10,JESSICA RAMOS,Toni-Ann Phillips,tsphillips@philasd.org,215-400-5899,1,1,1,1,1,1,0,0,0,0,0,0,0
9999,N/A,N/A,126515001,2530,253,PHILA JUV JUSTICE SVCS CTR,Phila. Juv. Justice Services Ctr. School,Philadelphia Juvenile Justice Services Center School,PJJSCS,2012,Middle-High,Alternative,05-12,N/A,1,0,District,Phila Board of Education,Alternate Schools,Justice,N/A,N/A,N/A,TBA,N/A,TBA,TBA,3,"39.96136565, -75.21572624",N/A,91 N. 48TH ST.,PHILADELPHIA,PA,19139,215-471-2275,215-471-2787,http://philasd.org/pjjsc/,DEANA RAMSEY,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
7228,N/A,421899003646,126515001,2540,254,FRANCIS SCOTT KEY SCHOOL,Francis S. Key School,"Key, Francis S. School",Key,1889,Elementary,Neighborhood,00-06,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.9213857, -75.1601961",N/A,2230 S. 8TH ST.,PHILADELPHIA,PA,19148,215-400-8250,215-400-8251,http://philasd.org/key/,PAULINE CHEUNG,Network 12,RIKKI HUNT-TAYLOR,Toni-Ann Phillips,tsphillips@philasd.org,215-400-5899,1,1,1,1,1,1,1,0,0,0,0,0,0
3647,N/A,421899003647,126515001,2580,258,ELIZA B. KIRKBRIDE SCHOOL,Eliza B. Kirkbride School,"Kirkbride, Eliza B. School",Kirkbride,1926,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.930020, -75.156466",N/A,1501 S. 7TH ST.,PHILADELPHIA,PA,19147,215-400-7980,215-400-7981,http://philasd.org/kirkbride,REBECCA JULIEN,Network 10,JESSICA RAMOS,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,1,1,1,0,0,0,0
3650,N/A,421899003650,126515001,2590,259,GEORGE W. NEBINGER SCHOOL,George W. Nebinger School,"Nebinger, George W. School",Nebinger,1925,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.936694, -75.153830",N/A,601 CARPENTER ST.,PHILADELPHIA,PA,19147,215-400-8110,215-400-8111,http://philasd.org/nebinger/,NATALIE CATIN-ST LOUIS,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
7904,N/A,421899000962,126515001,2620,262,ACADEMY AT PALUMBO,Academy at Palumbo,Academy at Palumbo,Palumbo,2006,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,2,"39.94019787, -75.16194915",N/A,1100 CATHARINE ST.,PHILADELPHIA,PA,19147,215-400-8130,215-400-8131,http://philasd.org/palumbo,KIANA THOMPSON,Network 1,DEB CARRERA,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,0,0,0,0,0,0,0,0,0,1,1,1,1
3653,N/A,421899003653,126515001,2630,263,GEORGE SHARSWOOD SCHOOL,George W. Sharswood School,"Sharswood, George W. School",Sharswood,1906,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.91935714, -75.15055053",N/A,2300 S. 2ND ST.,PHILADELPHIA,PA,19148,215-400-8270,215-400-8271,http://philasd.org/sharswood/,MAUREEN SKALSKI,Network 10,JESSICA RAMOS,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3654,N/A,421899003654,126515001,2640,264,SOUTHWARK SCHOOL,Southwark School,Southwark School,Southwark,1905,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.92637775, -75.16053168",N/A,1835 S. 9TH ST.,PHILADELPHIA,PA,19148,215-400-8280,215-400-8281,http://philasd.org/southwark,ANDREW LUKOV,Network 10,JESSICA RAMOS,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
7906,N/A,421899000923,126515001,2650,265,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy,Science Leadership Academy (SLA),SLA,2006,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.955754, -75.176181",N/A,55 N. 22ND ST.,PHILADELPHIA,PA,19103,215-400-7830,215-400-7831,http://philasd.org/sla,CHRISTOPHER LEHMANN,Innovation,CHRISTINA GRANT,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,0,0,0,0,0,0,0,0,0,1,1,1,1
7905,N/A,421899001010,126515001,2670,267,CONSTITUTION HIGH SCHOOL,Constitution High School,Constitution High School,Constitution,2006,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.950252, -75.152336",N/A,18 S. 7TH ST.,PHILADELPHIA,PA,19106,215-400-7850,215-400-7851,http://philasd.org/constitutionhs,BRIANNA DUNN,Network 3,SONYA HARRISON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,0,0,0,0,0,0,0,0,0,1,1,1,1
8330,N/A,421899007524,126515001,2680,268,SCIENCE LDSHP ACADEMY @ BEEBER,The Science Leadership Academy at Beeber,Science Leadership Academy (SLA) at Beeber,SLA at Beeber,2014,Middle-High,Special Admit,"05, 09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.98610221, -75.24192008",N/A,5925 MALVERN AVE.,PHILADELPHIA,PA,19131,215-400-7270,215-400-7271,http://philasd.org/slabeeber,CHRISTOPHER JOHNSON,Innovation,CHRISTINA GRANT,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,1,0,0,0,1,1,1,1
3657,N/A,421899003657,126515001,2690,269,JOHN H TAGGART SCHOOL,John H. Taggart School,"Taggart, John H. School",Taggart,1917,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.91721223, -75.15452237",N/A,400 W. PORTER ST.,PHILADELPHIA,PA,19148,215-400-8290,215-400-8291,http://philasd.org/taggart/,NELSON REYES,Network 12,RIKKI HUNT-TAYLOR,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
8294,N/A,421899007511,126515001,2720,272,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,Vare-Washington School,Vare-Washington,1903,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.93427949, -75.15252649",N/A,1198 S. 5TH ST.,PHILADELPHIA,PA,19147,215-400-8120,215-400-8121,http://philasd.org/vare,GRETCHEN STEWART,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
,N/A,N/A,126515001,3040,304,EXCEL MIDDLE YEARS ACADEMY,Excel Middle Years Academy,Excel Middle Years Academy,Excel Middle,2017,Middle,Alternative,06-08,N/A,0,0,Contracted,Camelot Education,Alternate Schools,Continuation,N/A,N/A,N/A,TBA,N/A,TBA,TBA,5,"39.99074371, -75.18402464",N/A,4300 WESTMINSTER AVE.,PHILADELPHIA,PA,19104,215-436-0307,N/A,WEBSITE NOT AVAILABLE,SADIQA LUCAS,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,0,0
9999,N/A,N/A,126515001,3190,319,CROSSROADS @ HUNTING PARK,Crossroads at Hunting Park,Crossroads at Hunting Park,Crossroads @HP,2011,Elementary,Alternative,03-06,N/A,0,0,District,Phila Board of Education,Alternate Schools,Transition/Intervention,N/A,N/A,N/A,TBA,N/A,TBA,TBA,7,"40.01425525, -75.12599679",N/A,4224 N. FRONT ST.,PHILADELPHIA,PA,19140,215-400-9060,215-400-9061,http://philasd.org/crossroads-huntingpark,KHADIJAH BRIGHT,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,1,1,1,1,0,0,0,0,0,0
9999,N/A,N/A,126515001,3210,321,FRANKLIN HIGH SCHOOL EOP,Ben Franklin High School EOP,"Franklin, Benjamin High School - EOP",Franklin EOP,2012,High,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,N/A,TBA,N/A,TBA,TBA,5,"39.963530, -75.161640",N/A,550 N. BROAD ST.,PHILADELPHIA,PA,19130,215-400-7600,N/A,https://www.philasd.org/alternative/,HOPE WORTHY,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1
0,N/A,N/A,126515001,3240,324,LIGUORI ACADEMY - FORTIS,Liguori Academy-Fortis,Liguori Academy-Fortis,Liguori Fortis,2017,High,Alternative,09-12,N/A,0,0,Contracted,Ligouri INC,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,7,"39.994204, -75.111842",N/A,1952 E. ALLEGHENY AVE.,PHILADELPHIA,PA,19134,267-571-1952,N/A,https://www.liguoriacademy.org/fortis-program/,REBECCA WHITE,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3290,329,EXCEL ACADEMY SOUTH,Excel Academy South,Excel Academy South,Excel South,2008,High,Alternative,09-12,N/A,0,0,Contracted,Camelot Education,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,7,"40.02608143, -75.10251944",N/A,4641 ROOSEVELT BLVD.,PHILADELPHIA,PA,19124,215-904-6254,N/A,http://cameloteducation.org/our-schools/accelerated-schools/excel-academy-south,CASSIE MILLER,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3510,351,EL CENTRO DE ESTUDIANTES,El Centro de Estudiantes (Big Picture),El Centro de Estudiantes - Big Picture,El Centro,2009,High,Alternative,09-12,N/A,0,0,Contracted,Big Picture Philadelphia,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,7,"39.98496968, -75.13410646",N/A,126 W. DAUPHIN ST.,PHILADELPHIA,PA,19133,267-687-1172,N/A,http://www.bigpicturephiladelphia.org/,JUDONN DESHIELDS,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3540,354,OMBUDSMAN ACCELERATED NORTHWST,Ombudsman Northwest,Ombudsman Accelerated Northwest,Ombudsman NW,2009,High,Alternative,09-12,N/A,0,0,Contracted,Ombudsman Educational Services LTD,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,9,"40.05586457, -75.15648403",N/A,2111 EASTBURN AVE.,PHILADELPHIA,PA,19138,215-924-8950,N/A,http://www.ombudsman.com/state/pa/,JULITA BYRD,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3810,381,ONE BRIGHT RAY-ELMWOOD CAMPUS,One Bright Ray - Elmwood Campus,One Bright Ray - Elmwood Campus,OBR Elmwood,2015,High,Alternative,09-12,N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,2,"39.92251591, -75.22908493",N/A,6404 ELMWOOD AVE.,PHILADELPHIA,PA,19142,215-488-1177,N/A,http://www.onebrightraycommunity.org/,KIMBERLY COLON,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3820,382,CAMELOT ACADEMY HUNTING PARK,Camelot Academy East,Camelot Academy East,Camelot Hunting Park,2016,Middle-High,Alternative,07-12,N/A,0,0,Contracted,Camelot Education,Alternate Schools,AEDY,N/A,N/A,N/A,TBA,N/A,TBA,TBA,7,"40.01425525, -75.12599679",N/A,4224 N. FRONT ST.,PHILADELPHIA,PA,19140,267-335-4764,N/A,http://cameloteducation.org/our-schools/transitional-schools/camelot-academy-east,ALYSSA BOYLE,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1
,N/A,N/A,126515001,3840,384,PHILA OIC WORKFORCE ACADEMY,Philadelphia OIC Workforce Academy,Philadelphia OIC Workforce Academy,Phila OIC,2017,High,Alternative,09-12,N/A,0,0,Contracted,Philadelphia OIC,Alternate Schools,Accelerated,N/A,N/A,N/A,TBA,N/A,TBA,TBA,8,"39.972966, -75.158721",N/A,1231 N. BROAD STREET,PHILADELPHIA,PA,19122,215-236-7700,N/A,http://philaoic.org/workforce-academy/,DR. KAHLILA LEE,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3850,385,NORTHEAST HIGH SCHOOL EOP,Northeast High School EOP,Northeast High School - EOP,NE High EOP,2016,High,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,N/A,TBA,N/A,TBA,TBA,10,"40.055681, -75.071168",N/A,1601 COTTMAN AVE.,PHILADELPHIA,PA,19111,215-400-3200,N/A,https://www.philasd.org/alternative/,ADRIENNE STATEN,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
9999,N/A,N/A,126515001,3880,388,SOUTH PHILA HIGH SCHOOL EOP,South Philadelphia High School EOP,South Philadelphia High School - EOP,South Philly EOP,2008,High,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,N/A,TBA,N/A,TBA,TBA,2,"39.9238987, -75.1691065",N/A,2101 S. BROAD ST.,PHILADELPHIA,PA,19148,215-400-8400,N/A,https://www.philasd.org/alternative/,AUDREY NOCK,Opportunity,DAWNLYNNE KACER,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
3857,N/A,421899003857,126515001,4020,402,OVERBROOK HIGH SCHOOL,Overbrook High School,Overbrook High School,Overbrook High,1926,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.981028, -75.238556",N/A,5898 LANCASTER AVE.,PHILADELPHIA,PA,19131,215-400-7300,215-400-7301,http://philasd.org/overbrookhs/,YVETTE JACKSON,Network 13,CHERYL PROCTOR,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,0,0,0,1,1,1,1
7023,N/A,421899007023,126515001,4030,403,ENGINEERING & SCIENCE HIGH,High School of Engineering and Science,High School of Engineering and Science - Carver,Carver,1949,Middle-High,Special Admit,07-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98341809, -75.16127789",N/A,1600 W. NORRIS ST.,PHILADELPHIA,PA,19121,215-400-7380,215-400-7381,http://philasd.org/hses/,TED DOMERS,Network 4,JOHN TUPOONCE,John Holland,jholland@philasd.org,215-400-5878,0,0,0,0,0,0,0,1,1,1,1,1,1
3841,N/A,421899003841,126515001,4060,406,MURRELL DOBBINS HIGH SCHOOL,Murrell Dobbins Career and Technical High School,"Dobbins, Murrell Career and Technical Education High School",Dobbins,1938,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.9954293, -75.16679334",N/A,2150 W. LEHIGH AVE.,PHILADELPHIA,PA,19132,215-400-7050,215-400-7051,http://philasd.org/dobbins,DR. TONI DAMON,Network 4,JOHN TUPOONCE,Kimberly Miller,kymiller@philasd.org,215-400-5867,0,0,0,0,0,0,0,0,0,1,1,1,1
7255,N/A,421899003839,126515001,4140,414,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,Strawberry Mansion High School,Strawberry Mansion,1964,High,Neighborhood,10-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2018-2019,N/A,TBA,1,TBA,TBA,5,"39.99074371, -75.18402464",N/A,3133 RIDGE AVE.,PHILADELPHIA,PA,19121,215-400-7500,215-400-7501,http://philasd.org/smhs,BRIAN MCCRACKEN,Network 11,AMELIA COLEMAN BROWN,Kimberly Miller,kymiller@philasd.org,215-400-5867,0,0,0,0,0,0,0,0,0,0,1,1,1
3662,N/A,421899003662,126515001,4220,422,"BLAINE, JAMES G. SCHOOL",James G. Blaine School,"Blaine, James G. School",Blaine,1966,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98521297, -75.18293887",N/A,3001 W. BERKS ST.,PHILADELPHIA,PA,19121,215-400-7330,215-400-7331,http://philasd.org/blaine,GIANEEN POWELL-WALI,Network 11,AMELIA COLEMAN BROWN,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3664,N/A,421899003664,126515001,4240,424,"CASSIDY,LEWIS C ACADEMICS PLUS",Lewis C. Cassidy Academics Plus School,"Cassidy, Lewis C. Academics Plus School",Cassidy,1924,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.97551874, -75.25077443",N/A,6523 LANSDOWNE AVE.,PHILADELPHIA,PA,19151,215-400-7510,215-400-7511,http://philasd.org/cassidy,TANGELA MC CLAM,Network 2,RAHSHENE DAVIS-BOWIE,LuQman Abdullah,labdullah@philasd.org,215-400-5852,1,1,1,1,1,1,1,1,1,0,0,0,0
3786,N/A,421899003786,126515001,4270,427,WILLIAM DICK SCHOOL,William Dick School,"Dick, William School","Dick, William",1954,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.986730, -75.173787",N/A,2498 W. DIAMOND ST.,PHILADELPHIA,PA,19121,215-400-7340,215-400-7341,http://philasd.org/wdick/,AMY HANNAH AGREE-WILLIAMS,Network 11,AMELIA COLEMAN BROWN,Dorian Harris,dharris4@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
3668,N/A,421899003668,126515001,4280,428,SAMUEL GOMPERS SCHOOL,Samuel Gompers School,"Gompers, Samuel School",Gompers,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.99205763, -75.23754028",N/A,5701 WYNNEFIELD AVE.,PHILADELPHIA,PA,19131,215-400-7250,215-400-7251,http://philasd.org/gompers/,PHILLIP DELUCA,Network 2,RAHSHENE DAVIS-BOWIE,Dorian Harris,dharris4@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
5187,N/A,421899005187,126515001,4300,430,"HESTON, EDWARD SCHOOL",Edward Heston School,"Heston, Edward School",Heston,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2017-2018,N/A,TBA,1,TBA,TBA,3,"39.977852, -75.229727",N/A,1621 N. 54TH ST.,PHILADELPHIA,PA,19131,215-400-7290,215-400-7291,http://philasd.org/heston,ANGELA GADDIE-EDWARDS,Acceleration,ERIC BECOATS,Kenyatta McKinney,kmckinney@philasd.org,215-400-3500,1,1,1,1,1,1,1,1,1,0,0,0,0
3670,N/A,421899003670,126515001,4320,432,ROBERT E LAMBERTON ELEMENTARY,Robert E. Lamberton School,"Lamberton, Robert E. School",Lamberton,1949,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.975465, -75.266329",N/A,7501 WOODBINE AVE.,PHILADELPHIA,PA,19151,215-400-7530,215-400-7531,http://philasd.org/lamberton/,ANTOINETTE POWELL,Network 2,RAHSHENE DAVIS-BOWIE,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
8292,N/A,421899007517,126515001,4350,435,RHODES ELEMENTARY SCHOOL,E. Washington Rhodes School,"Rhodes, E. Washington Elementary School",Rhodes,2013,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2016-2017,N/A,TBA,1,TBA,TBA,4,"40.00275594, -75.17812979",N/A,2900 W. CLEARFIELD ST.,PHILADELPHIA,PA,19132,215-400-7060,215-400-7061,http://philasd.org/rhodes/,ANDREA SURRATT,Acceleration,ERIC BECOATS,Kavonnah Williams,kwilliams6@philasd.org,215-400-7640,1,1,1,1,1,1,1,1,1,0,0,0,0
